well_name,metric_month,Net_Operating_Profit_to_WI_Owners,Oil_Production_Tax,Oil_Sales_Bbls,Total_Revenue,Total_WI_Expenses,Workover_Cost
Merriweather South 5H,01-11-2023,-3872.83,1157.84,357.06,25121.89,21702.08,0
Merriweather South 5H,01-12-2023,12444.96,1083.9,369.8,23512.81,4242.08,0
Merriweather South 5H,01-01-2024,2147.97,1643.59,544.21,35656.37,23157.53,0
Merriweather South 5H,01-02-2024,3911.55,1190.26,375.66,25824.11,14416.03,0
Merriweather South 5H,01-03-2024,6946.39,1153.47,343.38,25028.62,10816.69,0
Merriweather South 5H,01-04-2024,10437.03,1336.8,376.84,29009.6,10151.45,0
Merriweather South 5H,01-05-2024,13031.28,1660.91,504.05,36038.26,12545.4,0
Merriweather South 5H,01-06-2024,5470,1193.33,365.3,25892.39,12906.07,0
Merriweather South 5H,01-07-2024,4953.08,1205.35,360.16,26154.24,13608.86,0
Merriweather South 5H,01-08-2024,12416.27,1634.88,521.29,35470.19,12757.2,0
Merriweather South 5H,01-09-2024,1868.95,938.82,327.76,20364.77,12583.98,0
Merriweather South 5H,01-10-2024,5681.94,1311.22,422.8,28447.46,14507.5,0
Mose Baggett A 1H,01-11-2023,5004.11,1179.24,363.66,25586.25,13154.77,0
Mose Baggett A 1H,01-12-2023,7126.19,1022.85,348.97,22188.39,8621.01,0
Mose Baggett A 1H,01-01-2024,12242.07,1583.83,524.42,34359.75,12143.18,0
Mose Baggett A 1H,01-02-2024,11468.4,1314.61,414.91,28522.28,8774.01,0
Mose Baggett A 1H,01-03-2024,14093.7,1378.6,410.4,29913.64,7136.34,0
Mose Baggett A 1H,01-04-2024,9121.71,1163.58,328.01,25250.6,8799.01,0
Mose Baggett A 1H,01-05-2024,14014.16,1518.49,460.81,32946.63,9368.37,0
Mose Baggett A 1H,01-06-2024,3361.24,1014.22,310.47,22006.05,12256.71,0
Mose Baggett A 1H,01-07-2024,11734.14,1510.56,451.36,32777.05,11528.16,0
Mose Baggett A 1H,01-08-2024,7450.25,1118.26,356.56,24261.45,9768.29,0
Mose Baggett A 1H,01-09-2024,-26290.1,919.29,320.94,19940.94,40442.2,29744.94
Mose Baggett A 1H,01-10-2024,-1556.69,1363.58,439.68,29583.21,22552.07,12433.23
Moses Baggett 2H,01-11-2023,11508.38,2596.61,800.76,56339.3,28798.58,0
Moses Baggett 2H,01-12-2023,2417.71,2220.69,757.64,48172.88,32046.46,0
Moses Baggett 2H,01-01-2024,23931.46,2857.3,946.08,61986.73,20415.7,0
Moses Baggett 2H,01-02-2024,-28903.64,2218.48,700.18,48132.72,63339.39,41414.44
Moses Baggett 2H,01-03-2024,26826.8,2701.62,804.26,58621.58,15113.25,0
Moses Baggett 2H,01-04-2024,22967.29,2996.01,844.57,65015.9,23547.6,0
Moses Baggett 2H,01-05-2024,15049.03,2827.21,857.99,61344.4,28838.85,4292.82
Moses Baggett 2H,01-06-2024,19626.91,2558.51,783.2,55513.36,20089.27,0
Moses Baggett 2H,01-07-2024,27910.15,3103.24,927.26,67335.78,20264.25,0
Moses Baggett 2H,01-08-2024,19908.74,2470.51,787.7,53597.8,18436.73,0
Moses Baggett 2H,01-09-2024,-51826.04,1841.74,642.98,39950.29,80407.4,68655.05
Moses Baggett 2H,01-10-2024,-23278.83,2062.08,664.87,44734.75,55283.31,28697.46
Moses Baggett 3H,01-11-2023,1405.98,1563.35,482.11,33920.35,22861.94,0
Moses Baggett 3H,01-12-2023,2246.94,1337.02,456.16,29003.57,18502.98,0
Moses Baggett 3H,01-01-2024,11663.81,1720.3,569.61,37320.51,15036.41,0
Moses Baggett 3H,01-02-2024,3822.05,1335.69,421.56,28979.39,16910.71,0
Moses Baggett 3H,01-03-2024,15739.6,1626.57,484.22,35294.45,9511.3,0
Moses Baggett 3H,01-04-2024,10433.1,1803.82,508.49,39144.29,17572.17,0
Moses Baggett 3H,01-05-2024,5316.24,1702.18,516.58,36933.78,21107.39,2584.49
Moses Baggett 3H,01-06-2024,9541.97,1540.48,471.55,33423.01,14369.93,0
Moses Baggett 3H,01-07-2024,13507.78,1868.37,558.27,40541.04,15496.71,0
Moses Baggett 3H,01-08-2024,9229.72,1487.28,474.26,32270,13857.32,0
Moses Baggett 3H,01-09-2024,-32084.59,1107.5,386.65,24023.6,49271.7,41313.18
Moses Baggett 3H,01-10-2024,-19478.07,1241.45,400.3,26933.62,38747.14,17268.69
Moses Watson 1H,01-11-2023,5777.41,1623.25,500.58,35219.92,19218.62,0
Moses Watson 1H,01-12-2023,18214.45,1461.11,498.5,31695.56,4280.05,0
Moses Watson 1H,01-01-2024,6443.2,1624.27,537.81,35237.12,18564.81,0
Moses Watson 1H,01-02-2024,16817.41,1988.14,627.48,43135.08,13795.82,0
Moses Watson 1H,01-03-2024,13350.3,1661.68,494.67,36056.34,12239.36,0
Moses Watson 1H,01-04-2024,15049.85,1916.19,540.17,41583.06,14462.31,0
Moses Watson 1H,01-05-2024,11411.66,1764.13,535.38,38277.96,15754.6,0
Moses Watson 1H,01-06-2024,12695.27,1820.38,557.25,39497.84,15336.71,0
Moses Watson 1H,01-07-2024,12298.43,1698.79,507.6,36861.27,13862.42,0
Moses Watson 1H,01-08-2024,10449.17,1546.17,492.97,33543.16,13356.59,0
Moses Watson 1H,01-09-2024,6636.16,1551.72,541.73,33659.51,17252.02,3330.43
Moses Watson 1H,01-10-2024,6453.54,1478.34,476.69,32073.1,16308.94,824.11
Moses Watson 2H,01-11-2023,-7079.94,1097.26,338.38,23807.46,23976.25,0
Moses Watson 2H,01-12-2023,11696.38,987.66,336.97,21425.11,3509.06,0
Moses Watson 2H,01-01-2024,-12094.08,1097.95,363.54,23819.08,28998.65,0
Moses Watson 2H,01-02-2024,3336.82,1343.91,424.16,29157.83,17356.75,0
Moses Watson 2H,01-03-2024,-13.59,1123.24,334.38,24372.84,17311.22,0
Moses Watson 2H,01-04-2024,2258.8,1295.28,365.14,28108.72,17690.45,0
Moses Watson 2H,01-05-2024,-304.56,1192.49,361.9,25874.58,18668.11,0
Moses Watson 2H,01-06-2024,-29881.95,1230.52,376.68,26699.18,48830.57,30746.15
Moses Watson 2H,01-07-2024,-17414.19,1148.32,343.12,24916.95,35098.09,19158.45
Moses Watson 2H,01-08-2024,1149.56,1045.17,333.23,22674.08,14942.3,0
Moses Watson 2H,01-09-2024,-1001.72,1048.91,366.19,22752.67,17149.29,1714.68
Moses Watson 2H,01-10-2024,-1141.67,999.31,322.22,21680.31,16528.33,424.3
Moses Watson 3H,01-11-2023,13529.34,2671.17,823.75,57956.9,27603.21,0
Moses Watson 3H,01-12-2023,30570.84,2404.37,820.31,52157.31,6445.35,0
Moses Watson 3H,01-01-2024,2659.77,2672.85,885.01,57985.21,38492.57,0
Moses Watson 3H,01-02-2024,24105.26,3271.62,1032.56,70981.86,26271.09,0
Moses Watson 3H,01-03-2024,18702.4,2734.42,814.02,59333.29,23407.13,0
Moses Watson 3H,01-04-2024,22090.08,3153.23,888.89,68427.9,26474.25,0
Moses Watson 3H,01-05-2024,15513.39,2903.01,881,62989.12,29190.7,0
Moses Watson 3H,01-06-2024,17353.15,2995.56,917,64996.68,28775.68,0
Moses Watson 3H,01-07-2024,-8100.98,2795.48,835.3,60657.85,51150.52,28050.4
Moses Watson 3H,01-08-2024,14533.2,2544.17,811.22,55197.82,24641.11,0
Moses Watson 3H,01-09-2024,8448.85,2553.47,891.46,55389.14,30860.87,5480.89
Moses Watson 3H,01-10-2024,8533.03,2432.72,784.42,52778.57,28924.23,1356.24
Northcutt Dye 1H,01-11-2023,1960.74,683.22,210.7,14824.04,8559.92,0
Northcutt Dye 1H,01-12-2023,3009.64,617.21,210.58,13388.91,6492.44,0
Northcutt Dye 1H,01-01-2024,1369.92,559.21,185.16,12131.65,7262.07,0
Northcutt Dye 1H,01-02-2024,4353.26,686.18,216.57,14887.52,6239.68,0
Northcutt Dye 1H,01-03-2024,6426.19,602.2,179.27,13066.99,2871.6,0
Northcutt Dye 1H,01-04-2024,4308.82,699.96,197.32,15189.65,6499.27,0
Northcutt Dye 1H,01-05-2024,3705.43,674.3,204.64,14630.97,6705.08,0
Northcutt Dye 1H,01-06-2024,2180.13,644.61,197.3,13984.27,7770.2,784.35
Northcutt Dye 1H,01-07-2024,970.21,564.98,168.79,12256.73,7750.91,0
Northcutt Dye 1H,01-08-2024,3358.38,661.41,210.89,14349.91,6852.1,0
Northcutt Dye 1H,01-09-2024,402.82,513.71,179.35,11143.25,7525.92,0
Northcutt Dye 1H,01-10-2024,737.33,546.16,176.11,11849.09,7693.77,800.67
Northcutt Dye 2H,01-11-2023,17534.01,1778.64,548.51,38591.59,9854.77,0
Northcutt Dye 2H,01-12-2023,17224.13,1606.78,548.19,34855.49,7512.64,0
Northcutt Dye 2H,01-01-2024,12968.7,1455.81,482.03,31582.46,9503.42,0
Northcutt Dye 2H,01-02-2024,20576.27,1786.34,563.79,38756.83,7000.81,0
Northcutt Dye 2H,01-03-2024,20332.02,1567.72,466.7,34017.42,3872.79,0
Northcutt Dye 2H,01-04-2024,20824.03,1822.21,513.68,39543.39,7312.95,0
Northcutt Dye 2H,01-05-2024,19541.73,1755.42,532.73,38088.96,7560.25,0
Northcutt Dye 2H,01-06-2024,16382.24,1677.89,513.63,36406.03,9522.25,2042.24
Northcutt Dye 2H,01-07-2024,11745.95,1470.6,439.4,31908.27,10958.14,2139.66
Northcutt Dye 2H,01-08-2024,-29767.3,1181.3,376.66,25629.24,48003.52,40802.81
Northcutt Dye 2H,01-09-2024,11362.9,1337.35,466.89,29009.41,9278.23,0
Northcutt Dye 2H,01-10-2024,10651.83,1421.82,458.46,30846.84,11296.91,2084.74
Northcutt Dye 3H,01-11-2023,7679.71,1060.65,327.09,23013.13,8652.98,0
Northcutt Dye 3H,01-12-2023,7570.08,958.16,326.9,20785.2,7181.2,0
Northcutt Dye 3H,01-01-2024,5629.98,868.14,287.45,18833.41,7770.58,0
Northcutt Dye 3H,01-02-2024,10106.88,1065.24,336.2,23111.67,6338.07,0
Northcutt Dye 3H,01-03-2024,11295.87,934.87,278.31,20285.44,3138.24,0
Northcutt Dye 3H,01-04-2024,10414.98,1086.63,306.32,23580.71,6363.85,0
Northcutt Dye 3H,01-05-2024,9474.58,1046.8,317.68,22713.4,6687,0
Northcutt Dye 3H,01-06-2024,8135.07,1000.57,306.29,21709.83,7312.37,1206.11
Northcutt Dye 3H,01-07-2024,5189.71,876.92,262.03,19027.85,8349.43,725.82
Northcutt Dye 3H,01-08-2024,8669.78,1024.43,326.64,22225.88,7144.8,0
Northcutt Dye 3H,01-09-2024,5726.55,883.26,308.36,19159.4,7905.92,0
Northcutt Dye 3H,01-10-2024,4231.6,847.87,273.39,18394.78,8857.1,1231.2
R.W. Carter 4BH,01-11-2023,3616.47,583.55,179.96,12661.55,5575.68,0
R.W. Carter 4BH,01-12-2023,2985.49,545.32,186.05,11829.52,5602.53,0
R.W. Carter 4BH,01-01-2024,6313.5,825.86,273.45,17916.3,6693.44,0
R.W. Carter 4BH,01-02-2024,7980.54,893.09,281.87,19376.67,6086.69,0
R.W. Carter 4BH,01-03-2024,5240.28,566.21,168.56,12286.17,3679.39,0
R.W. Carter 4BH,01-04-2024,5987.97,740.23,208.67,16063.67,5674.19,0
R.W. Carter 4BH,01-05-2024,7909.68,917.79,278.53,19914.17,6547.82,0
R.W. Carter 4BH,01-06-2024,4873.08,683.01,209.08,14819.55,5885.74,0
R.W. Carter 4BH,01-07-2024,2584.53,612.11,182.9,13281.91,7058.04,0
R.W. Carter 4BH,01-08-2024,5974.78,817.27,260.59,17731.35,6897.94,0
R.W. Carter 4BH,01-09-2024,-68.58,449.3,156.86,9746.17,7144.11,0
R.W. Carter 4BH,01-10-2024,6707.04,856.27,276.1,18576.97,6779.58,0
R.W. Carter 5BH,01-11-2023,2232,581.09,179.2,12608.08,6731.28,0
R.W. Carter 5BH,01-12-2023,8276.29,927.27,316.36,20114.96,6023.61,0
R.W. Carter 5BH,01-01-2024,3131.05,612.94,202.95,13297.18,6322.05,0
R.W. Carter 5BH,01-02-2024,8532.34,901.39,284.49,19556.78,5370.83,0
R.W. Carter 5BH,01-03-2024,7520.63,721.78,214.87,15661.66,3613.52,0
R.W. Carter 5BH,01-04-2024,4834.58,636.4,179.4,13810.42,4983.57,0
R.W. Carter 5BH,01-05-2024,5685.97,743.51,225.64,16132.67,5782.99,0
R.W. Carter 5BH,01-06-2024,8159.06,853.75,261.35,18524.43,5010.24,0
R.W. Carter 5BH,01-07-2024,1682.44,580.95,173.59,12605.83,7279.25,0
R.W. Carter 5BH,01-08-2024,5202.59,704.96,224.78,15294.73,5670.64,0
R.W. Carter 5BH,01-09-2024,5669.48,777.68,271.5,16869.08,6322.85,0
R.W. Carter 5BH,01-10-2024,7172.88,851.96,274.71,18483.45,5967.23,0
Salt Flat Field,01-11-2023,0,0,0,0,0,0
Salt Flat Field,01-12-2023,0,0,0,0,0,0
Salt Flat Field,01-01-2024,0,0,0,0,0,0
Salt Flat Field,01-02-2024,0,0,0,0,0,0
Salt Flat Field,01-03-2024,-25000,0,0,0,25000,0
Salt Flat Field,01-04-2024,-25000,0,0,0,25000,0
Salt Flat Field,01-05-2024,0,0,0,0,0,0
Salt Flat Field,01-06-2024,0,0,0,0,0,0
Salt Flat Field,01-07-2024,0,0,0,0,0,0
Salt Flat Field,01-08-2024,0,0,0,0,0,0
Salt Flat Field,01-09-2024,0,0,0,0,0,0
Salt Flat Field,01-10-2024,0,0,0,0,0,0
Smith B Unit 2H,01-11-2023,-1417.66,626.86,193.31,13601.16,11065.48,0
Smith B Unit 2H,01-12-2023,2455.84,376.59,128.48,8169.12,3338.66,0
Smith B Unit 2H,01-01-2024,2932.93,403.34,133.55,8750,3273.58,0
Smith B Unit 2H,01-02-2024,-29604.7,831.56,262.45,18041.7,42402.36,35413.46
Smith B Unit 2H,01-03-2024,6056.17,685.94,204.2,14884.06,4501.59,0
Smith B Unit 2H,01-04-2024,4678.79,761.23,214.59,16519.38,7039.1,0
Smith B Unit 2H,01-05-2024,3588.93,740.24,224.65,16061.99,7804.44,0
Smith B Unit 2H,01-06-2024,4235.86,726.85,222.46,15767.96,6948.83,0
Smith B Unit 2H,01-07-2024,3224.22,690.94,206.45,14992.38,7410.47,0
Smith B Unit 2H,01-08-2024,2194.72,608.28,193.95,13197.01,7166.34,0
Smith B Unit 2H,01-09-2024,3387.51,697.87,243.64,15137.97,7350.21,0
Smith B Unit 2H,01-10-2024,2519.49,615.53,198.44,13351.73,6951.25,0
Smith B Unit 3H,01-11-2023,6168.61,1156.92,356.78,25101.85,11643.95,0
Smith B Unit 3H,01-12-2023,5754.79,695.01,237.12,15076.65,4943.63,0
Smith B Unit 3H,01-01-2024,4512.02,744.38,246.47,16148.72,6947.06,0
Smith B Unit 3H,01-02-2024,16837.28,1534.7,484.37,33297.17,6790.55,0
Smith B Unit 3H,01-03-2024,14284.19,1265.96,376.87,27469.55,5208.39,0
Smith B Unit 3H,01-04-2024,14985.87,1404.91,396.04,30487.64,6648.61,0
Smith B Unit 3H,01-05-2024,11608.62,1366.07,414.61,29643.51,9426.76,0
Smith B Unit 3H,01-06-2024,17170.34,1341.22,410.57,29100.99,3480.02,0
Smith B Unit 3H,01-07-2024,12145.01,1275.17,381.03,27669.46,7489.5,0
Smith B Unit 3H,01-08-2024,9932.24,1122.61,357.95,24355.97,7350.81,0
Smith B Unit 3H,01-09-2024,12393.9,1287.96,449.65,27938.14,7431.01,0
Smith B Unit 3H,01-10-2024,10681.66,1135.81,366.24,24641.78,6804.35,0
Smith Heirs Lease,01-11-2023,-700,0,0,0,700,0
Smith Heirs Lease,01-12-2023,-700,0,0,0,700,0
Smith Heirs Lease,01-01-2024,-700,0,0,0,700,0
Smith Heirs Lease,01-02-2024,-1075,0,0,0,1075,0
Smith Heirs Lease,01-03-2024,-700,0,0,0,700,0
Smith Heirs Lease,01-04-2024,-343,0,0,0,343,0
Smith Heirs Lease,01-05-2024,-343,0,0,0,343,0
Smith Heirs Lease,01-06-2024,-343,0,0,0,343,0
Smith Heirs Lease,01-07-2024,-343,0,0,0,343,0
Smith Heirs Lease,01-08-2024,-1675,0,0,0,1675,0
Smith Heirs Lease,01-09-2024,0,0,0,0,0,0
Smith Heirs Lease,01-10-2024,0,0,0,0,0,0
Smith Northcutt 2H,01-11-2023,798.12,2381.44,734.4,51670.62,35832.24,0
Smith Northcutt 2H,01-12-2023,30891.83,2717.54,927.16,58951.14,10899.36,0
Smith Northcutt 2H,01-01-2024,29433.81,3426.18,1134.44,74327.95,23258.27,0
Smith Northcutt 2H,01-02-2024,21689.37,2362.07,745.5,51248.13,14641.27,0
Smith Northcutt 2H,01-03-2024,44468.38,3521.02,1048.19,76401.52,9694.21,0
Smith Northcutt 2H,01-04-2024,36763.82,3212.9,905.71,69722.64,12664.18,0
Smith Northcutt 2H,01-05-2024,22815.39,2843.99,863.09,61708.69,20931.12,0
Smith Northcutt 2H,01-06-2024,29569,2840.7,869.59,61636.37,14126.27,0
Smith Northcutt 2H,01-07-2024,35992.66,3349.45,1000.82,72677.94,15530.18,0
Smith Northcutt 2H,01-08-2024,27347.15,2783.8,887.62,60396.29,15468.72,0
Smith Northcutt 2H,01-09-2024,23059.89,2558.88,893.35,55506.43,16289.05,0
Smith Northcutt 2H,01-10-2024,32347.48,3102.06,1000.25,67300.32,15362.8,0
Tiller Briscoe 9H,01-11-2023,-4197.42,1213.29,374.16,26325,22880.61,2397.18
Tiller Briscoe 9H,01-12-2023,-3523.83,1082.35,369.27,23479.11,20187.16,3891.04
Tiller Briscoe 9H,01-01-2024,2982.07,1417.17,469.24,30744.38,18837.34,1348.8
Tiller Briscoe 9H,01-02-2024,3419.23,1197.92,378.08,25990.47,15026.42,0
Tiller Briscoe 9H,01-03-2024,27055.85,1992.08,593.03,43225.35,3621.68,0
Tiller Briscoe 9H,01-04-2024,17819.91,2143.87,604.35,46523.59,15198.65,0
Tiller Briscoe 9H,01-05-2024,6715.32,1492.51,452.92,32382.52,16266.84,0
Tiller Briscoe 9H,01-06-2024,12885.51,1490.86,456.38,32348.13,10072.21,1792.52
Tiller Briscoe 9H,01-07-2024,11143.59,1813.68,541.93,39354.23,16786.58,0
Tiller Briscoe 9H,01-08-2024,13538.51,1808.6,576.68,39239.09,14309.71,0
Tiller Briscoe 9H,01-09-2024,2025.2,1179.23,411.69,25579.5,16128.55,0
Tiller Briscoe 9H,01-10-2024,10751.96,1818.88,586.49,39461.09,17253.86,1829.82
W.H. New 1H,01-11-2023,-3855.15,584.89,180.37,12690.4,12801.21,0
W.H. New 1H,01-12-2023,6643.34,1054.45,359.75,22873.81,9481.25,0
W.H. New 1H,01-01-2024,-2068.77,547.31,181.22,11873.45,10438.79,1678.1
W.H. New 1H,01-02-2024,894.06,600.38,189.49,13026.17,8288.51,0
W.H. New 1H,01-03-2024,16536.21,1603.58,477.38,34795.75,7992.75,0
W.H. New 1H,01-04-2024,-50806.3,448.28,126.37,9728.11,57664.14,50710.01
W.H. New 1H,01-05-2024,10112.32,778.54,236.27,16892.69,1796.1,0
W.H. New 1H,01-06-2024,-11822.74,718.51,219.95,15590.01,22812.82,0
W.H. New 1H,01-07-2024,2031.35,1118.03,334.07,24259.63,15070.27,4167.37
W.H. New 1H,01-08-2024,3673.89,876.33,279.44,19013.76,9729.67,0
W.H. New 1H,01-09-2024,3178.43,906.05,316.29,19651.92,10674.77,0
W.H. New 1H,01-10-2024,1561.81,725.03,233.78,15729.4,9526.42,0
W.H. New 2H,01-11-2023,8636.91,1375.92,424.31,29853.59,12578.9,0
W.H. New 2H,01-12-2023,15319.3,1542.69,526.33,33465.29,8463.03,0
W.H. New 2H,01-01-2024,7506.96,1278.31,423.26,27731.9,12200.97,3260.43
W.H. New 2H,01-02-2024,14864.01,1490.3,470.36,32333.88,8114.39,0
W.H. New 2H,01-03-2024,16177.14,1633.13,486.17,35436.72,9006.58,0
W.H. New 2H,01-04-2024,14342.85,1468.06,413.84,31858.12,8297.66,0
W.H. New 2H,01-05-2024,21755.46,1588.1,481.99,34461.07,2734.91,0
W.H. New 2H,01-06-2024,1730.69,1157.42,354.23,25107.54,16112.15,0
W.H. New 2H,01-07-2024,5740.18,1447.32,432.46,31404.6,16577.94,6759.99
W.H. New 2H,01-08-2024,12555.69,1412.63,450.42,30648.2,9224.76,0
W.H. New 2H,01-09-2024,11702.15,1352.59,472.19,29338.51,9147.36,0
W.H. New 2H,01-10-2024,14168.66,1460.48,470.93,31685.87,8349.25,0
W.H. New 3H,01-11-2023,3533.3,1060.68,327.1,23013.82,12821.91,0
W.H. New 3H,01-12-2023,9182.86,1189.25,405.74,25798.05,9150.61,0
W.H. New 3H,01-01-2024,3625.31,985.44,326.29,21378.23,11567.11,2513.43
W.H. New 3H,01-02-2024,9377.08,1148.86,362.59,24925.86,8336.78,0
W.H. New 3H,01-03-2024,10886.5,1258.96,374.79,27317.8,8527.25,0
W.H. New 3H,01-04-2024,8268.93,1131.71,319.03,24559.09,9184.52,0
W.H. New 3H,01-05-2024,16407.89,1224.26,371.56,26565.7,2471.49,0
W.H. New 3H,01-06-2024,-2917.42,891.93,273.07,19355.29,16672.62,0
W.H. New 3H,01-07-2024,2260.4,1115.77,333.38,24209.68,14944.56,5215.18
W.H. New 3H,01-08-2024,7726.52,1088.99,347.23,23626.55,9063.96,0
W.H. New 3H,01-09-2024,6729.82,1042.65,364.01,22616.87,9342.98,0
W.H. New 3H,01-10-2024,8641.26,1125.88,363.04,24426.42,8717.72,0
Wilson Malone 2H,01-11-2023,-96.89,0,0,0,96.89,0
Wilson Malone 2H,01-12-2023,0,0,0,0,0,0
Wilson Malone 2H,01-01-2024,0,0,0,0,0,0
Wilson Malone 2H,01-02-2024,0,0,0,0,0,0
Wilson Malone 2H,01-03-2024,3506.66,285.83,85.09,6202.13,895,0
Wilson Malone 2H,01-04-2024,0,0,0,0,0,0
Wilson Malone 2H,01-05-2024,0,0,0,0,0,0
Wilson Malone 2H,01-06-2024,0,0,0,0,0,0
Wilson Malone 2H,01-07-2024,0,0,0,0,0,0
Wilson Malone 2H,01-08-2024,0,0,0,0,0,0
Wilson Malone 2H,01-09-2024,0,0,0,0,0,0
Wilson Malone 2H,01-10-2024,0,0,0,0,0,0
